# id	type	nom_FR	nom_EN	module	signature
1410087123		12. Les pages en pratique		WB_Concepts	
1410086899		12. Modèles de champs		WM_Concepts	
1410086977		12. Modèles de champs		WD_Concepts	
1410087439		12. Récupérer des données sur un site		WB_Concepts	
1410087061		12. Réplication universelle		WD_Concepts	
1410086926		12. Synchronisation des données		WM_Concepts	
1410086927		13. Architecture 3-Tiers		WM_Concepts	
1410087062		13. Architecture 3-tiers		WD_Concepts	
1410087471		13. Avantage sécuritaire : la gestion du "Back"		WB_Concepts	
1410086992		13. Composant externe en pratique		WD_Concepts	
1410086978		13. Edition : Les états		WD_Concepts	
1410086900		13. Etats		WM_Concepts	
1410086914		13. Gestion des règles métier		WM_Concepts	
1410087075		13. Le débogueur		WD_Concepts	
1410087124		13. Les différents types de champs standard		WB_Concepts	
1410087452		13. Modes de génération		WB_Concepts	
1410087478		13. Réplication universelle		WB_Concepts	
1410087479		14. Architecture 3-tiers		WB_Concepts	
1410087529		14. Diffusez "Etats et Requêtes" avec vos applications		WD_Tutorial	
1410087453		14. Génération PHP en pratique		WB_Concepts	
1410087472		14. Gérer le bouton précédent en pratique		WB_Concepts	
1410087125		14. Les champs en pratique		WB_Concepts	
1410086993		14. Modes de génération		WD_Concepts	
1410086901		14. Modèles d'états		WM_Concepts	
1410086979		14. Modèles d'états		WD_Concepts	
1410087076		14. Tests Unitaires / Tests automatiques		WD_Concepts	
1410087454		15. Centre de Gestion de Projets		WB_Concepts	
1410087473		15. Cookies : des informations conservées chez l'internaute		WB_Concepts	
1410086994		15. Création de l'exécutable en pratique		WD_Concepts	
1410087126		15. Répéter un groupe de champs : les zones répétées		WB_Concepts	
1410087077		15. Tests unitaires sur l'exécutable		WD_Concepts	
1410086995		16. Application Java en pratique		WD_Concepts	
1410087455		16. Gestion des exigences		WB_Concepts	
1410087127		16. Les deux types de code		WB_Concepts	
1410087474		16. Protéger l'accès au site : mots de passe		WB_Concepts	
1410087078		16. Test d'une application en pratique		WD_Concepts	
1410086996		17. Centre de Gestion de Projets		WD_Concepts	
1410087456		17. Gestion des tâches		WB_Concepts	
1410087128		17. Le WLangage : un langage simple et très puissant		WB_Concepts	
1410087475		17. TLS/SSL : Crypter les informatons sur le Web		WB_Concepts	
1410086997		18. Gestion des exigences		WD_Concepts	
1410087457		18. Gestion des règles métier		WB_Concepts	
1410087129		18. Ordre d'exécution des codes des boutons / liens		WB_Concepts	
1410087476		18. Paiement sécurisé avec prestataire		WB_Concepts	
1410087477		19. Envoyer des emails		WB_Concepts	
1410086998		19. Gestion des tâches		WD_Concepts	
1410087130		19. Upload : Envoi de fichiers vers le serveur		WB_Concepts	
1410087216		2. Administrer une base de données Client/Serveur		WB_Tutorial	
1410087542		2. Administrer une base de données Client/Serveur		WD_Tutorial	
1410087506		2. Agencements : Gestion des menus		WB_Tutorial	
1410087206		2. Analyseur de performances		WB_Tutorial	
1410087546		2. Analyseur de performances		WD_Tutorial	
1410086929		2. Application multilingue		WM_Concepts	
1410087467		2. Comment tester un site ?		WB_Concepts	
1410087414		2. Créer les fichiers de données dans l'analyse		WB_Tutorial	
1410087521		2. Créer les fichiers de données dans l'analyse		WD_Tutorial	
1410086890		2. Cycle de développement d'une application		WM_Concepts	
1410086981		2. Des éditeurs conviviaux en pratique		WD_Concepts	
1410087441		2. Des éditeurs conviviaux en pratique		WB_Concepts	
1410087483		2. Déploiement d'un site statique ou PHP en pratique		WB_Concepts	
1410087500		2. Déployer un site par HTTP		WB_Tutorial	
1410086936		2. Détail des différents types d'installations		WM_Concepts	
1410087572		2. Développement		WM_Tutorial	
1410087405		2. Développement Web et WEBDEV		WB_Tutorial	
1410087400		2. Exemples et composants livrés avec WEBDEV		WB_Concepts	
1410087089		2. Exemples livrés avec WINDEV		WD_Concepts	
1410087597		2. Fonctions WLangage spécifiques à la gestion des téléphones		WM_Concepts	
1410086938		2. Gestion d'emails		WM_Concepts	
1410087384		2. L'administrateur WEBDEV en pratique		WB_Concepts	
1410087051		2. L'analyse en pratique		WD_Concepts	
1410087420		2. L'analyse en pratique		WB_Concepts	
1410087064		2. Le modèle UML		WD_Concepts	
1410087459		2. Le modèle UML		WB_Concepts	
1410086968		2. Le projet en pratique		WD_Concepts	
1410087113		2. Le projet en pratique		WB_Concepts	
1410087080		2. Les différents modes d'installation d'une application		WD_Concepts	
1410086916		2. Les différents types de fichiers accessibles		WM_Concepts	
1410087228		2. Les variables		WB_Tutorial	
1410087514		2. Les variables		WD_Tutorial	
1410087588		2. Les variables		WM_Tutorial	
1410087490		2. Lister les produits		WB_Tutorial	
1410087513		2. Ma première fenêtre		WD_Tutorial	
1410087584		2. Manipuler une base de données		WB_Tutorial	
1410087596		2. Premiers tests		WM_Tutorial	
1410087533		2. Recherche simple et parcours des enregistrements		WD_Tutorial	
1410087104		2. Site statique ou dynamique		WB_Concepts	
1410087084		2. Transfert de fichiers par FTP		WD_Concepts	
1410086903		2. WINDEV, WEBDEV, WINDEV Mobile : un format 100% compatible		WM_Concepts	
1410086999		20. Gestion des suggestions et des incidents		WD_Concepts	
1410087131		20. Modèles de champs		WB_Concepts	
1410087000		21. Gestion des règles métier		WD_Concepts	
1410087132		21. Les états		WB_Concepts	
2030039		22 conseils pour optimiser la vitesse d'un site		Editors	
1410087133		22. Modèles d'états		WB_Concepts	
1410087134		23. Différents modes d'impression		WB_Concepts	
1410087135		24. Afficher et enchaîner les pages		WB_Concepts	
1410087136		25. Réaliser un traitement sur plusieurs pages successives		WB_Concepts	
1410087137		26. Feuilles de styles : pour simplifier la mise en page		WB_Concepts	
1410087138		27. Site centré ou ancré en largeur ?		WB_Concepts	
1410087139		28. Référencement d'un site		WB_Concepts	
1410087140		29. Référencement d'un site en pratique		WB_Concepts	
1410087501		3. Administrer un site		WB_Tutorial	
1410086904		3. Configuration de projet		WM_Concepts	
1410087387		3. Configuration du serveur		WB_Concepts	
1410087114		3. Cycle de développement d'un site		WB_Concepts	
1410086969		3. Cycle de développement d'une application		WD_Concepts	
1410087230		3. Dates, tableaux et structures		WB_Tutorial	
1410087587		3. Dates, tableaux et structures		WD_Tutorial	
1410087589		3. Dates, tableaux et structures		WM_Tutorial	
1410086917		3. Données manipulées par une application WINDEV Mobile		WM_Concepts	
1410087484		3. Déploiement d'un site dynamique WEBDEV		WB_Concepts	
1410087081		3. Déploiement d'une application WINDEV		WD_Concepts	
1410087085		3. Gestion des sockets		WD_Concepts	
1410087573		3. Gérer l'orientation		WM_Tutorial	
1410087564		3. Interface		WM_Tutorial	
1410087480		3. Le débogueur		WB_Concepts	
1410087065		3. Le modèle UML en pratique		WD_Concepts	
1410087460		3. Le modèle UML en pratique		WB_Concepts	
1410087422		3. Les différents types de fichiers accessibles		WB_Concepts	
1410087052		3. Les différents types de fichiers de données accessibles		WD_Concepts	
1410087105		3. Les différents types de sites dynamiques		WB_Concepts	
1410086939		3. Manipuler des fichiers sur un serveur FTP		WM_Concepts	
1410087556		3. Modifier les produits		WB_Tutorial	
1410087543		3. Préparer l'installation		WD_Tutorial	
1410087534		3. Recherche multicritère		WD_Tutorial	
1410086982		3. Tableau de bord du projet		WD_Concepts	
1410087442		3. Tableau de bord du projet		WB_Concepts	
1410086930		3. Test d'une application WINDEV Mobile		WM_Concepts	
1410086891		3. WINDEV Mobile : Android, iOS, etc.		WM_Concepts	
1410087489		4. Ajouter un produit		WB_Tutorial	
1410087574		4. Fenêtre avec recherche		WM_Tutorial	
1410086940		4. Gestion des SMS		WM_Concepts	
1410087066		4. Groupware utilisateur		WD_Concepts	
1410087461		4. Groupware utilisateur		WB_Concepts	
1410086905		4. Génération multiple		WM_Concepts	
1410086918		4. HFSQL Classic		WM_Concepts	
1410087053		4. HFSQL Classic		WD_Concepts	
1410087424		4. HFSQL Classic		WB_Concepts	
1410087231		4. Instructions conditionnelles		WB_Tutorial	
1410087515		4. Instructions conditionnelles		WD_Tutorial	
1410087590		4. Instructions conditionnelles		WM_Tutorial	
1410087115		4. Je crée une page sous l'éditeur...		WB_Concepts	
1410087106		4. Les différents types de pages		WB_Concepts	
1410086892		4. Les fenêtres Android et iOS		WM_Concepts	
1410087485		4. Mise en service d'un site dynamique WEBDEV		WB_Concepts	
1410086931		4. Modes de débogage		WM_Concepts	
1410087481		4. Quand peut-on utiliser le débogueur ?		WB_Concepts	
1410087535		4. Réaliser des impressions simples		WD_Tutorial	
1410087390		4. Serveur dédié ou mutualisé ?		WB_Concepts	
1410087082		4. Surveillez vos applications		WD_Concepts	
1410086970		4. UI : Les fenêtres		WD_Concepts	
1410087443		4. WEBDEV, WINDEV, WINDEV Mobile : 100% compatibles		WB_Concepts	
1410087086		4. WINDEV et la téléphonie		WD_Concepts	
1410086983		4. WINDEV, WEBDEV, WINDEV Mobile : un format 100% compatible		WD_Concepts	
1410087233		5. Boucles		WB_Tutorial	
1410087516		5. Boucles		WD_Tutorial	
1410087591		5. Boucles		WM_Tutorial	
1410086984		5. Configuration de projet		WD_Concepts	
1410087444		5. Configuration de projet		WB_Concepts	
1410087492		5. Créer un menu déroulant		WD_Tutorial	
1410087486		5. Déploiement d'un site dynamique (Session ou AWP) en pratique		WB_Concepts	
1410087575		5. Fenêtre avec défilement		WM_Tutorial	
1410086893		5. Fenêtres Android et iOS : Caractéristiques		WM_Concepts	
1410086971		5. Fenêtres modales, non modales ou MDI		WD_Concepts	
1410087067		5. Groupware utilisateur en pratique		WD_Concepts	
1410087054		5. HFSQL Cient/Serveur		WD_Concepts	
1410086919		5. HFSQL Client/Serveur		WM_Concepts	
1410087426		5. HFSQL Client/Serveur		WB_Concepts	
1410087462		5. Le groupware utilisateur en pratique		WB_Concepts	
1410087116		5. Les fichiers suivants sont automatiquement créés		WB_Concepts	
1410087087		5. Les Webservices		WD_Concepts	
1410086906		5. Perso-dossiers : Organisez votre projet		WM_Concepts	
1410087107		5. Principe d'affichage d'un site WEBDEV Session		WB_Concepts	
1410087391		5. Quel type de serveur choisir ?		WB_Concepts	
1410087482		5. Test d'un site en pratique		WB_Concepts	
1410086932		5. Tests Unitaires		WM_Concepts	
500		500		Presentation	
501		501		Presentation	
502		502		Presentation	
503		503		Presentation	
1410087068		6. Applications multilingues		WD_Concepts	
1410087055		6. Cluster HFSQL Client/Serveur		WD_Concepts	
1410087428		6. Clusters HFSQL Client/Serveur		WB_Concepts	
1410087117		6. Edition d'une page : mode zoning		WB_Concepts	
1410086972		6. Fenêtre interne		WD_Concepts	
1410087393		6. Gestionnaire de comptes WEBDEV		WB_Concepts	
1410086907		6. Gestionnaire de sources		WM_Concepts	
1410087538		6. Graphe et Tableau croisé dynamique		WD_Tutorial	
1410086985		6. Génération multiple		WD_Concepts	
1410087445		6. Génération multiple		WB_Concepts	
1410086920		6. HFSQL Cluster		WM_Concepts	
1410087581		6. Imprimer le catalogue produit		WM_Tutorial	
1410086894		6. Les agencements		WM_Concepts	
1410087108		6. Principe d'affichage d'un site AWP		WB_Concepts	
1410087236		6. Procédures		WB_Tutorial	
1410087517		6. Procédures		WD_Tutorial	
1410087592		6. Procédures		WM_Tutorial	
1410087463		6. Sites multilingues		WB_Concepts	
2030048		64 bits natif et 32 bits natif : un code source unique		Editors	
1410087069		7. Applications multilingues en pratique		WD_Concepts	
1410086895		7. Champs disponibles dans une fenêtre		WM_Concepts	
1410086909		7. Composant interne		WM_Concepts	
1410087582		7. Consommer un Webservice		WM_Tutorial	
1410086921		7. Création de fichiers de données HFSQL : les fichiers créés physiquement		WM_Concepts	
1410087237		7. Débogueur		WB_Tutorial	
1410087580		7. Débogueur		WD_Tutorial	
1410087593		7. Débogueur		WM_Tutorial	
1410087539		7. Envoyer un email		WD_Tutorial	
1410087446		7. Gestionnaire de sources		WB_Concepts	
1410087056		7. HFSQL : les fichiers créés physiquement		WD_Concepts	
1410087430		7. HFSQL : les fichiers créés physiquement		WB_Concepts	
1410086973		7. Modèles de fenêtres		WD_Concepts	
1410086986		7. Perso-dossiers : Organisez votre projet		WD_Concepts	
1410087294		7. Positionnement via le champ Flexbox		WB_Concepts	
1410087395		7. Site dynamique sur des configurations spécifiques		WB_Concepts	
1410087464		7. Sites multilingues en pratique		WB_Concepts	
1410087109		7. Technologie AJAX		WB_Concepts	
1410087465		8. 10 conseils d'ergonomie...		WB_Concepts	
1410086922		8. Associer les champs et les données		WM_Concepts	
1410087057		8. Associer les champs et les données		WD_Concepts	
1410087431		8. Associer les champs et les données		WB_Concepts	
1410087583		8. Champs Métier		WM_Concepts	
1410086908		8. Composant externe		WM_Concepts	
1410086987		8. Gestionnaire de sources		WD_Concepts	
1410086974		8. Les fenêtres en pratique		WD_Concepts	
1410087070		8. Optimiser une application		WD_Concepts	
1410087447		8. Partager un projet en pratique		WB_Concepts	
1410087238		8. POO		WB_Tutorial	
1410087579		8. POO		WD_Tutorial	
1410087594		8. POO		WM_Tutorial	
1410087110		8. Si vous connaissez déjà WINDEV		WB_Concepts	
1410087118		8. Site "mobile friendly" : Dynamic serving		WB_Concepts	
1410087398		8. Statistiques de fréquentation des sites dynamiques		WB_Concepts	
1410087448		9. Composant interne		WB_Concepts	
1410086975		9. Les différents types de champs standard		WD_Concepts	
1410086923		9. Les requêtes		WM_Concepts	
1410087058		9. Les requêtes		WD_Concepts	
1410087434		9. Les requêtes		WB_Concepts	
1410087071		9. Livrer "Etats et Requêtes"		WD_Concepts	
1410087111		9. Machines et logiciels nécessaires		WB_Concepts	
1410086896		9. Menus des applications		WM_Concepts	
1410086910		9. Modes de génération		WM_Concepts	
1410087120		9. Page interne		WB_Concepts	
1410086988		9. Partager un projet en pratique		WD_Concepts	
1410087466		9. Superposer les champs		WB_Concepts	
1410087402		9. Surveillez vos sites, serveurs, ...		WB_Concepts	
9500020		9500020		Presentation	
1000022880	Fonction	<Agenda>.Affiche	<Organizer>.Display	WDLang1	<Champ Agenda>.Affiche()
1000022878	Fonction	<Agenda>.AffichePériodePrécédente	<Organizer>.DisplayPreviousPeriod	WDLang1	<Champ Agenda>.AffichePériodePrécédente()
1000022896	Fonction	<Agenda>.AffichePériodeSuivante	<Organizer>.DisplayNextPeriod	WDLang1	<Champ Agenda>.AffichePériodeSuivante()
1000022894	Fonction	<Agenda>.AjouteRendezVous	<Organizer>.AddAppointment	WDLang1	<Résultat> = <Champ Agenda>.AjouteRendezVous(<Titre> , <Date de début> [, <Date de fin> [, <Catégorie>]]) ⏐ <Résultat> = <Champ Agenda>.AjouteRendezVous(<Rendez-Vous>)
1000022879	Fonction	<Agenda>.ChangeMode	<Organizer>.ChangeMode	WDLang1	<Champ Agenda>.ChangeMode(<Plage d'affichage> [, <Nombre de jours>])
1000022895	Fonction	<Agenda>.CouleurFond	<Organizer>.BackgroundColor	WDLang1	<Champ Agenda>.CouleurFond(<Début de la plage> , <Fin de la plage> , <Couleur>)
1000022915	Fonction	<Agenda>.DateVisible	<Organizer>.DateVisible	WDLang1	<Champ Agenda>.DateVisible(<Date> , <Visible>) ⏐ <Résultat> = <Champ Agenda>.DateVisible(<Date>)
1000022892	Fonction	<Agenda>.HeureAffichée	<Organizer>.TimeDisplayed	WDLang1	<Champ Agenda>.HeureAffichée(<Heure de début> , <Heure de fin>)
1000022916	Fonction	<Agenda>.HeureOuvrable	<Organizer>.WorkingHour	WDLang1	<Champ Agenda>.HeureOuvrable(<Heure du début de matinée> , <Heure de fin de matinée> [, <Heure de début d'après-midi> [, <Heure de fin d'après-midi> [, <Jour de la semaine>]]])
1000022889	Fonction	<Agenda>.InfoXY	<Organizer>.InfoXY	WDLang1	<Résultat> = <Champ Agenda>.InfoXY(<Type d'information> , <X> , <Y>)
1000022886	Fonction	<Agenda>.ListeRendezVous	<Organizer>.ListAppointment	WDLang1	<Résultat> = <Champ Agenda>.ListeRendezVous([<Date de début> [, <Date de fin>]]) ⏐ <Résultat> = <Champ Agenda>.ListeRendezVous(<Type de rendez-vous>)
1000022885	Fonction	<Agenda>.Mode	<Organizer>.Mode	WDLang1	<Résultat> = <Champ Agenda>.Mode()
1000022883	Fonction	<Agenda>.PlageSélectionnée	<Organizer>.SelectedRange	WDLang1	<Résultat> = <Champ Agenda>.PlageSélectionnée([<Début ou fin de la plage>])
1000022897	Fonction	<Agenda>.Position	<Organizer>.Position	WDLang1	<Champ Agenda>.Position(<Date de début>) ⏐ <Résultat> = <Champ Agenda>.Position(<Date recherchée>)
1000022882	Fonction	<Agenda>.SelectMoins	<Organizer>.SelectMinus	WDLang1	<Champ Agenda>.SelectMoins([<Indice du rendez-vous>])
1000022881	Fonction	<Agenda>.SelectPlus	<Organizer>.SelectPlus	WDLang1	<Champ Agenda>.SelectPlus(<Indice du rendez-vous>)
1000022877	Fonction	<Agenda>.SupprimeRendezVous	<Organizer>.DeleteAppointment	WDLang1	<Champ Agenda>.SupprimeRendezVous([<Indice du rendez-vous>])
1000022898	Fonction	<Agenda>.SupprimeTout	<Organizer>.DeleteAll	WDLang1	<Champ Agenda>.SupprimeTout()
1000022899	Fonction	<Agenda>.VersiCalendar	<Organizer>.ToiCalendar	WDLang1	<Résultat> = <Champ Agenda>.VersiCalendar([<Date de début> [, <Date de fin>]])
1000023421	Fonction	<Arbre>.Affiche	<TreeView>.Display	WDLang1	<Champ Arbre>.Affiche([<Position>])
1000023422	Fonction	<Arbre>.Ajoute	<TreeView>.Add	WDLang1	<Résultat> = <Champ Arbre>.Ajoute(<Chemin de la feuille> [, <Image enroulée> [, <Image déroulée> [, <Identifiant de la feuille> [, <Mode d'ajout> [, <Texte de la bulle d'aide>]]]]])
1000023423	Fonction	<Arbre>.Cherche	<TreeView>.Find	WDLang1	<Résultat> = <Champ Arbre>.Cherche(<Elément à rechercher> [, <Chemin de l'élément de départ> [, <Options>]])
1000023424	Fonction	<Arbre>.CopieElément	<TreeView>.CopyItem	WDLang1	<Résultat> = <Champ Arbre>.CopieElément(<Élément source> , <Élément destination> [, <Mode de tri>])
1000023755	Fonction	<Arbre>.DéplaceElément	<TreeView>.MoveItem	WDLang1	<Résultat> = <Champ Arbre>.DéplaceElément(<Élément source> , <Élément destination> [, <Mode de tri>])
1000023756	Fonction	<Arbre>.Déroule	<TreeView>.Expand	WDLang1	<Résultat> = <Champ Arbre>.Déroule(<Noeud à dérouler>)
1000023757	Fonction	<Arbre>.DérouleTout	<TreeView>.ExpandAll	WDLang1	<Résultat> = <Champ Arbre>.DérouleTout([<Noeud à dérouler>])
1000023758	Fonction	<Arbre>.Enroule	<TreeView>.Collapse	WDLang1	<Résultat> = <Champ Arbre>.Enroule(<Noeud à enrouler>)
1000023759	Fonction	<Arbre>.EnrouleTout	<TreeView>.CollapseAll	WDLang1	<Résultat> = <Champ Arbre>.EnrouleTout([<Noeud à enrouler>])
1000023878	Fonction	<Arbre>.EtatElément	<Treeview>.ItemStatus	WDLang1	<Résultat> = <Champ Arbre>.EtatElément(<Noeud>)
1000023760	Fonction	<Arbre>.InfoXY	<TreeView>.InfoXY	WDLang1	<Résultat> = <Champ Arbre>.InfoXY(<Type d'information> , <X> , <Y>)
1000023761	Fonction	<Arbre>.Insère	<TreeView>.Insert	WDLang1	<Résultat> = <Champ Arbre>.Insère(<Chemin du noeud frère> , <Nom de la feuille> [, <Image enroulée> [, <Image déroulée> [, <Identifiant de la feuille> [, <Mode d'ajout> [, <Texte de la bulle d'aide>]]]]])
1000023762	Fonction	<Arbre>.ListeFils	<TreeView>.ListItem	WDLang1	<Résultat> = <Champ Arbre>.ListeFils(<Chemin du noeud> , <Procédure WLangage> [, <Paramètre personnalisé> [, <Identifiant doublons>]])
1000023763	Fonction	<Arbre>.Modifie	<TreeView>.Modify	WDLang1	<Résultat> = <Champ Arbre>.Modifie(<Chemin de l'élément à modifier> , <Nouveau libellé> [, <Nouvelle image enroulée> [, <Nouvelle image déroulée> [, <Nouvel identifiant de l'élément> [, <Texte de la bulle d'aide>]]]])
1000023764	Fonction	<Arbre>.Position	<TreeView>.Position	WDLang1	<Résultat> = <Champ Arbre>.Position([<Identifiant doublons>])
1000023765	Fonction	<Arbre>.RécupèreFils	<TreeView>.GiveChild	WDLang1	<Résultat> = <Champ Arbre>.RécupèreFils(<Chemin du noeud> , <Fils à récupérer>)
1000023766	Fonction	<Arbre>.RécupèreIdentifiant	<TreeView>.Identifier	WDLang1	<Résultat> = <Champ Arbre>.RécupèreIdentifiant(<Chemin de l'élément>)
1000023767	Fonction	<Arbre>.Select	<TreeView>.Select	WDLang1	<Résultat> = <Champ Arbre>.Select([<Gestion des doublons> [, <Rang>]])
1000023768	Fonction	<Arbre>.SelectMoins	<TreeView>.SelectMinus	WDLang1	<Résultat> = <Champ Arbre>.SelectMoins(<Chemin de l'élément>)
1000023769	Fonction	<Arbre>.SelectOccurrence	<TreeView>.SelectCount	WDLang1	<Résultat> = <Champ Arbre>.SelectOccurrence()
1000023770	Fonction	<Arbre>.SelectPlus	<TreeView>.SelectPlus	WDLang1	<Résultat> = <Champ Arbre>.SelectPlus(<Chemin de l'élément>)
1000023771	Fonction	<Arbre>.Supprime	<TreeView>.Delete	WDLang1	<Résultat> = <Champ Arbre>.Supprime(<Chemin de l'élément>)
1000023772	Fonction	<Arbre>.SupprimeFils	<TreeView>.DeleteChild	WDLang1	<Résultat> = <Champ Arbre>.SupprimeFils(<Chemin de l'élément>)
1000023773	Fonction	<Arbre>.SupprimeTout	<TreeView>.DeleteAll	WDLang1	<Résultat> = <Champ Arbre>.SupprimeTout()
1000023774	Fonction	<Arbre>.Trie	<TreeView>.Sort	WDLang1	<Résultat> = <Champ Arbre>.Trie([<Chemin de l'élément de départ> [, <Type de tri>]])
1000023775	Fonction	<Arbre>.TypeElément	<TreeView>.TypeItem	WDLang1	<Résultat> = <Champ Arbre>.TypeElément(<Chemin de l'élément>)
1410090671	Fonction	<AuthToken>.Déconnecte	<AuthToken>.Logout	WDLang3	<Résultat> = <Token de la connexion>.Déconnecte() ⏐ <Token de la connexion>.Déconnecte(<Procédure WLangage>)
1000026285	Fonction	<AuthToken>.RenouvelleToken	<AuthToken>.RefreshToken	WDLang3	<Résultat> = <Token>.RenouvelleToken()
1410090672	Fonction	<AuthToken>.Révoque	<AuthToken>.Revoke	WDLang3	<Résultat> = <Token de connexion>.Révoque()
1000022628	Fonction	<Bandeau défilant>.ArrêteDéfilement	<Sliding Banner>.StopSliding	WDLang2	<Champ Bandeau défilant>.ArrêteDéfilement()
1000022630	Fonction	<Bandeau défilant>.Dernier	<Sliding Banner>.Last	WDLang2	<Champ Bandeau défilant>.Dernier()
1000022631	Fonction	<Bandeau défilant>.LanceDéfilement	<Sliding Banner>.StartSliding	WDLang2	<Champ Bandeau défilant>.LanceDéfilement()
1000022629	Fonction	<Bandeau défilant>.Premier	<Slidling Banner>.First	WDLang2	<Champ Bandeau défilant>.Premier()
1000022627	Fonction	<Bandeau défilant>.Précédent	<Sliding Banner>.Previous	WDLang2	<Champ Bandeau défilant>.Précédent()
1000022626	Fonction	<Bandeau défilant>.Suivant	<Sliding Banner>.Next	WDLang2	<Champ Bandeau défilant>.Suivant()
3020006	Fonction	<Barre d'outils>.Attache	<Toolbar>.Dock	WDLang1	<Champ Barre d'outils>.Attache([<Coté ancré> [, <X> , <Y>]])
3020008	Fonction	<Barre d'outils>.Détache	<Toolbar>.Undock	WDLang1	<Champ Barre d'outils>.Détache([<X> , <Y>])
3020007	Fonction	<Barre d'outils>.Position	<Toolbar>.Position	WDLang1	<Résultat> = <Champ Barre d'outils>.Position()
1410090903	Fonction	<Bouton segmenté>.Ajoute	<Segmented button>.Add	WDLang1	<Résultat> = <Champ Bouton segmenté>.Ajoute(<Libellé de l'option>)
1410090904	Fonction	<Bouton segmenté>.Insère	<Segmented button>.Insert	WDLang1	<Résultat> = <Champ Bouton segmenté>.Insère(<Indice de l'option> , <Libellé de l'option>)
